readingtime,readingvalue
2018-06-0816:25:00.000000+0000,0.491666667
2018-06-0816:30:00.000000+0000,0.441666667
2018-06-0816:35:00.000000+0000,0.554166667
2018-06-0816:40:00.000000+0000,0.520833333
2018-06-0816:45:00.000000+0000,0.4625
2018-06-0816:50:00.000000+0000,0.466666667
2018-06-0816:55:00.000000+0000,0.441666667
2018-06-0817:00:00.000000+0000,0.433333333
2018-06-0817:05:00.000000+0000,0.391666667
2018-06-0817:10:00.000000+0000,0.4875
2018-06-0817:15:00.000000+0000,0.533333333
2018-06-0817:20:00.000000+0000,0.441666667
2018-06-0817:25:00.000000+0000,0.408333333
2018-06-0817:30:00.000000+0000,0.45
2018-06-0817:35:00.000000+0000,0.391666667
2018-06-0817:40:00.000000+0000,0.404166667
2018-06-0817:45:00.000000+0000,0.395833333
2018-06-0817:50:00.000000+0000,0.408333333
2018-06-0817:55:00.000000+0000,0.3875
2018-06-0818:00:00.000000+0000,0.366666667
2018-06-0818:05:00.000000+0000,0.391666667
2018-06-0818:10:00.000000+0000,0.425
2018-06-0818:15:00.000000+0000,0.366703714
2018-06-0818:20:00.000000+0000,0.4
2018-06-0818:25:00.000000+0000,0.383333333
2018-06-0818:30:00.000000+0000,0.379166667
2018-06-0818:35:00.000000+0000,0.391230203
2018-06-0818:40:00.000000+0000,0.35
2018-06-0818:45:00.000000+0000,0.4
2018-06-0818:50:00.000000+0000,0.35
2018-06-0818:55:00.000000+0000,0.3875
2018-06-0819:00:00.000000+0000,0.3625
2018-06-0819:05:00.000000+0000,0.345833333
2018-06-0819:10:00.000000+0000,0.404166667
2018-06-0819:15:00.000000+0000,0.333333333
2018-06-0819:20:00.000000+0000,0.4375
2018-06-0819:25:00.000000+0000,0.3625
2018-06-0819:30:00.000000+0000,0.35
2018-06-0819:35:00.000000+0000,0.375
2018-06-0819:40:00.000000+0000,0.3875
2018-06-0819:45:00.000000+0000,0.354166667
2018-06-0819:50:00.000000+0000,0.395833333
2018-06-0819:55:00.000000+0000,0.358333333
2018-06-0820:00:00.000000+0000,0.433333333
2018-06-0820:05:00.000000+0000,0.345833333
2018-06-0820:10:00.000000+0000,0.383333333
2018-06-0820:15:00.000000+0000,0.350103038
2018-06-0820:20:00.000000+0000,0.375
2018-06-0820:25:00.000000+0000,0.4125
2018-06-0820:30:00.000000+0000,0.358333333
2018-06-0820:35:00.000000+0000,0.4
2018-06-0820:40:00.000000+0000,0.354166667
2018-06-0820:45:00.000000+0000,0.379166667
2018-06-0820:50:00.000000+0000,0.354166667
2018-06-0820:55:00.000000+0000,0.366666667
2018-06-0821:00:00.000000+0000,0.415095628
2018-06-0821:05:00.000000+0000,0.392437714
2018-06-0821:10:00.000000+0000,0.35
2018-06-0821:15:00.000000+0000,0.395833333
2018-06-0821:20:00.000000+0000,0.375
2018-06-0821:25:00.000000+0000,0.354166667
2018-06-0821:30:00.000000+0000,0.3375
2018-06-0821:35:00.000000+0000,0.370833333
2018-06-0821:40:00.000000+0000,0.354166667
2018-06-0821:45:00.000000+0000,0.325
2018-06-0821:50:00.000000+0000,0.379166667
2018-06-0821:55:00.000000+0000,0.341666667
2018-06-0822:00:00.000000+0000,0.4375
2018-06-0822:05:00.000000+0000,0.333333333
2018-06-0822:10:00.000000+0000,0.3375
2018-06-0822:15:00.000000+0000,0.325
2018-06-0822:20:00.000000+0000,0.366666667
2018-06-0822:25:00.000000+0000,0.337951514
2018-06-0822:30:00.000000+0000,0.3125
2018-06-0822:35:00.000000+0000,0.341666667
2018-06-0822:40:00.000000+0000,0.395833333
2018-06-0822:45:00.000000+0000,0.345833333
2018-06-0822:50:00.000000+0000,0.370833333
2018-06-0822:55:00.000000+0000,0.345833333
2018-06-0823:00:00.000000+0000,0.341666667
2018-06-0823:05:00.000000+0000,0.3875
2018-06-0823:10:00.000000+0000,0.379166667
2018-06-0823:15:00.000000+0000,0.295833333
2018-06-0823:20:00.000000+0000,0.341666667
2018-06-0823:25:00.000000+0000,0.4125
2018-06-0823:30:00.000000+0000,0.3625
2018-06-0823:35:00.000000+0000,0.375
2018-06-0823:40:00.000000+0000,0.320833333
2018-06-0823:45:00.000000+0000,0.341666667
2018-06-0823:50:00.000000+0000,0.341666667
2018-06-0823:55:00.000000+0000,0.3125
2018-06-0900:00:00.000000+0000,0.35
2018-06-0900:05:00.000000+0000,0.308333333
2018-06-0900:10:00.000000+0000,0.325
2018-06-0900:15:00.000000+0000,0.3
2018-06-0900:20:00.000000+0000,0.35
2018-06-0900:25:00.000000+0000,0.337054274
2018-06-0900:30:00.000000+0000,0.316666667
2018-06-0900:35:00.000000+0000,0.341666667
2018-06-0900:40:00.000000+0000,0.3375
2018-06-0900:45:00.000000+0000,0.308333333
2018-06-0900:50:00.000000+0000,0.303855238
2018-06-0900:55:00.000000+0000,0.308333333
2018-06-0901:00:00.000000+0000,0.3125
2018-06-0901:05:00.000000+0000,0.299825183
2018-06-0901:10:00.000000+0000,0.308333333
2018-06-0901:15:00.000000+0000,0.308333333
2018-06-0901:20:00.000000+0000,0.3
2018-06-0901:25:00.000000+0000,0.275
2018-06-0901:30:00.000000+0000,0.308333333
2018-06-0901:35:00.000000+0000,0.329166667
2018-06-0901:40:00.000000+0000,0.30836575
2018-06-0901:45:00.000000+0000,0.308333333
2018-06-0901:50:00.000000+0000,0.35
2018-06-0901:55:00.000000+0000,0.32807377
2018-06-0902:00:00.000000+0000,0.388771186
2018-06-0902:05:00.000000+0000,0.341666667
2018-06-0902:10:00.000000+0000,0.291666667
2018-06-0902:15:00.000000+0000,0.316847272
2018-06-0902:20:00.000000+0000,0.3375
2018-06-0902:25:00.000000+0000,0.325
2018-06-0902:30:00.000000+0000,0.304166667
2018-06-0902:35:00.000000+0000,0.6
2018-06-0902:40:00.000000+0000,0.708333333
2018-06-0902:45:00.000000+0000,0.35
2018-06-0902:50:00.000000+0000,0.333333333
2018-06-0902:55:00.000000+0000,0.3125
2018-06-0903:00:00.000000+0000,0.32397541
2018-06-0903:05:00.000000+0000,0.313771186
2018-06-0903:10:00.000000+0000,0.325
2018-06-0903:15:00.000000+0000,0.3125
2018-06-0903:20:00.000000+0000,0.325
2018-06-0903:25:00.000000+0000,0.304338011
2018-06-0903:30:00.000000+0000,0.295833333
2018-06-0903:35:00.000000+0000,0.3
2018-06-0903:40:00.000000+0000,0.333333333
2018-06-0903:45:00.000000+0000,0.3125
2018-06-0903:50:00.000000+0000,0.3
2018-06-0903:55:00.000000+0000,0.304166667
2018-06-0904:00:00.000000+0000,0.37545383
2018-06-0904:05:00.000000+0000,0.320833333
2018-06-0904:10:00.000000+0000,0.308333333
2018-06-0904:15:00.000000+0000,0.329688802
2018-06-0904:20:00.000000+0000,0.3375
2018-06-0904:25:00.000000+0000,0.341666667
2018-06-0904:30:00.000000+0000,0.295833333
2018-06-0904:35:00.000000+0000,0.316666667
2018-06-0904:40:00.000000+0000,0.304166667
2018-06-0904:45:00.000000+0000,0.325
2018-06-0904:50:00.000000+0000,0.325
2018-06-0904:55:00.000000+0000,0.358333333
2018-06-0905:00:00.000000+0000,0.345833333
2018-06-0905:05:00.000000+0000,0.291666667
2018-06-0905:10:00.000000+0000,0.2875
2018-06-0905:15:00.000000+0000,0.320833333
2018-06-0905:20:00.000000+0000,0.3125
2018-06-0905:25:00.000000+0000,0.3
2018-06-0905:30:00.000000+0000,0.325
2018-06-0905:35:00.000000+0000,0.391666667
2018-06-0905:40:00.000000+0000,0.304166667
2018-06-0905:45:00.000000+0000,0.333333333
2018-06-0905:50:00.000000+0000,0.366666667
2018-06-0905:55:00.000000+0000,0.383333333
2018-06-0906:00:00.000000+0000,0.470833333
2018-06-0906:05:00.000000+0000,0.345833333
2018-06-0906:10:00.000000+0000,0.320833333
2018-06-0906:15:00.000000+0000,0.316666667
2018-06-0906:20:00.000000+0000,0.320833333
2018-06-0906:25:00.000000+0000,0.383333333
2018-06-0906:30:00.000000+0000,0.425
2018-06-0906:35:00.000000+0000,0.454166667
2018-06-0906:40:00.000000+0000,0.477937158
2018-06-0906:45:00.000000+0000,0.444279661
2018-06-0906:50:00.000000+0000,0.5
2018-06-0906:55:00.000000+0000,0.341666667
2018-06-0907:00:00.000000+0000,0.358333333
2018-06-0907:05:00.000000+0000,0.345833333
2018-06-0907:10:00.000000+0000,0.4125
2018-06-0907:15:00.000000+0000,0.55
2018-06-0907:20:00.000000+0000,0.5
2018-06-0907:25:00.000000+0000,0.358333333
2018-06-0907:30:00.000000+0000,0.416666667
2018-06-0907:35:00.000000+0000,0.391666667
2018-06-0907:40:00.000000+0000,0.3625
2018-06-0907:45:00.000000+0000,0.308333333
2018-06-0907:50:00.000000+0000,0.375
2018-06-0907:55:00.000000+0000,0.379166667
2018-06-0908:00:00.000000+0000,0.491666667
2018-06-0908:05:00.000000+0000,0.445833333
2018-06-0908:10:00.000000+0000,0.416666667
2018-06-0908:15:00.000000+0000,0.375
2018-06-0908:20:00.000000+0000,0.394740437
2018-06-0908:25:00.000000+0000,0.463841808
2018-06-0908:30:00.000000+0000,0.458333333
2018-06-0908:35:00.000000+0000,0.433333333
2018-06-0908:40:00.000000+0000,0.395833333
2018-06-0908:45:00.000000+0000,0.462277716
2018-06-0908:50:00.000000+0000,0.433333333
2018-06-0908:55:00.000000+0000,0.4
2018-06-0909:00:00.000000+0000,0.420833333
2018-06-0909:05:00.000000+0000,0.404166667
2018-06-0909:10:00.000000+0000,0.483333333
2018-06-0909:15:00.000000+0000,0.504166667
2018-06-0909:20:00.000000+0000,0.533333333
2018-06-0909:25:00.000000+0000,0.416666667
2018-06-0909:30:00.000000+0000,0.4
2018-06-0909:35:00.000000+0000,0.4
2018-06-0909:40:00.000000+0000,0.425
2018-06-0909:45:00.000000+0000,0.4
2018-06-0909:50:00.000000+0000,0.429166667
2018-06-0909:55:00.000000+0000,0.354166667
2018-06-0910:00:00.000000+0000,0.344808743
2018-06-0910:05:00.000000+0000,0.44329096
2018-06-0910:10:00.000000+0000,0.35
2018-06-0910:15:00.000000+0000,0.366666667
2018-06-0910:20:00.000000+0000,0.358309021
2018-06-0910:25:00.000000+0000,0.3625
2018-06-0910:30:00.000000+0000,0.3625
2018-06-0910:35:00.000000+0000,0.404067102
2018-06-0910:40:00.000000+0000,0.383333333
2018-06-0910:45:00.000000+0000,0.404166667
2018-06-0910:50:00.000000+0000,0.3875
2018-06-0910:55:00.000000+0000,0.383333333
2018-06-0911:00:00.000000+0000,0.966666667
2018-06-0911:05:00.000000+0000,0.554166667
2018-06-0911:10:00.000000+0000,0.520833333
2018-06-0911:15:00.000000+0000,0.3375
2018-06-0911:20:00.000000+0000,0.370833333
2018-06-0911:25:00.000000+0000,0.479166667
2018-06-0911:30:00.000000+0000,0.529166667
2018-06-0911:35:00.000000+0000,0.470833333
2018-06-0911:40:00.000000+0000,0.475
2018-06-0911:45:00.000000+0000,0.408333333
2018-06-0911:50:00.000000+0000,0.554166667
2018-06-0911:55:00.000000+0000,0.4625
2018-06-0912:00:00.000000+0000,0.345938687
2018-06-0912:05:00.000000+0000,0.375
2018-06-0912:10:00.000000+0000,0.4375
2018-06-0912:15:00.000000+0000,0.404166667
2018-06-0912:20:00.000000+0000,0.408333333
2018-06-0912:25:00.000000+0000,0.408333333
2018-06-0912:30:00.000000+0000,0.429166667
2018-06-0912:35:00.000000+0000,0.370833333
2018-06-0912:40:00.000000+0000,0.445833333
2018-06-0912:45:00.000000+0000,0.404166667
2018-06-0912:50:00.000000+0000,0.416666667
2018-06-0912:55:00.000000+0000,0.395833333
2018-06-0913:00:00.000000+0000,0.383333333
2018-06-0913:05:00.000000+0000,0.35
2018-06-0913:10:00.000000+0000,0.383333333
2018-06-0913:15:00.000000+0000,0.375
2018-06-0913:20:00.000000+0000,1.654166667
2018-06-0913:25:00.000000+0000,0.375390155
2018-06-0913:30:00.000000+0000,0.366666667
2018-06-0913:35:00.000000+0000,0.383333333
2018-06-0913:40:00.000000+0000,0.366666667
2018-06-0913:45:00.000000+0000,0.370833333
2018-06-0913:50:00.000000+0000,0.379166667
2018-06-0913:55:00.000000+0000,0.404166667
2018-06-0914:00:00.000000+0000,0.358333333
2018-06-0914:05:00.000000+0000,0.425
2018-06-0914:10:00.000000+0000,0.429166667
2018-06-0914:15:00.000000+0000,0.391666667
2018-06-0914:20:00.000000+0000,0.4375
2018-06-0914:25:00.000000+0000,0.408333333
2018-06-0914:30:00.000000+0000,0.366666667
2018-06-0914:35:00.000000+0000,0.4875
2018-06-0914:40:00.000000+0000,0.366666667
2018-06-0914:45:00.000000+0000,0.416666667
2018-06-0914:50:00.000000+0000,0.4125
2018-06-0914:55:00.000000+0000,0.370833333
2018-06-0915:00:00.000000+0000,0.35
2018-06-0915:05:00.000000+0000,0.420833333
2018-06-0915:10:00.000000+0000,0.391666667
2018-06-0915:15:00.000000+0000,0.420833333
2018-06-0915:20:00.000000+0000,0.445833333
2018-06-0915:25:00.000000+0000,0.4625
2018-06-0915:30:00.000000+0000,0.375
2018-06-0915:35:00.000000+0000,0.375
2018-06-0915:40:00.000000+0000,0.395833333
2018-06-0915:45:00.000000+0000,0.408333333
2018-06-0915:50:00.000000+0000,0.425
2018-06-0915:55:00.000000+0000,0.391666667
2018-06-0916:00:00.000000+0000,0.516666667
2018-06-0916:05:00.000000+0000,0.475
2018-06-0916:10:00.000000+0000,0.425
2018-06-0916:15:00.000000+0000,0.375319533
2018-06-0916:20:00.000000+0000,0.4125
2018-06-0916:25:00.000000+0000,0.608333333
2018-06-0916:30:00.000000+0000,0.554166667
2018-06-0916:35:00.000000+0000,0.433794109
2018-06-0916:40:00.000000+0000,0.433333333
2018-06-0916:45:00.000000+0000,0.408333333
2018-06-0916:50:00.000000+0000,0.3875
2018-06-0916:55:00.000000+0000,0.395833333
2018-06-0917:00:00.000000+0000,0.4375
2018-06-0917:05:00.000000+0000,0.370833333
2018-06-0917:10:00.000000+0000,0.366666667
2018-06-0917:15:00.000000+0000,0.429166667
2018-06-0917:20:00.000000+0000,0.416666667
2018-06-0917:25:00.000000+0000,0.35
2018-06-0917:30:00.000000+0000,0.35
2018-06-0917:35:00.000000+0000,0.345833333
2018-06-0917:40:00.000000+0000,0.39143049
2018-06-0917:45:00.000000+0000,0.3625
2018-06-0917:50:00.000000+0000,0.370833333
2018-06-0917:55:00.000000+0000,0.354166667
2018-06-0918:00:00.000000+0000,0.354166667
2018-06-0918:05:00.000000+0000,0.345833333
2018-06-0918:10:00.000000+0000,0.383333333
2018-06-0918:15:00.000000+0000,0.329166667
2018-06-0918:20:00.000000+0000,0.341666667
2018-06-0918:25:00.000000+0000,0.35
2018-06-0918:30:00.000000+0000,0.4125
2018-06-0918:35:00.000000+0000,0.35
2018-06-0918:40:00.000000+0000,0.345833333
2018-06-0918:45:00.000000+0000,0.329166667
2018-06-0918:50:00.000000+0000,0.370833333
2018-06-0918:55:00.000000+0000,0.379166667
2018-06-0919:00:00.000000+0000,0.3625
2018-06-0919:05:00.000000+0000,0.354166667
2018-06-0919:10:00.000000+0000,0.341666667
2018-06-0919:15:00.000000+0000,0.350100722
2018-06-0919:20:00.000000+0000,0.379166667
2018-06-0919:25:00.000000+0000,0.35
2018-06-0919:30:00.000000+0000,0.341666667
2018-06-0919:35:00.000000+0000,0.35
2018-06-0919:40:00.000000+0000,0.353859868
2018-06-0919:45:00.000000+0000,0.35
2018-06-0919:50:00.000000+0000,0.325
2018-06-0919:55:00.000000+0000,0.329166667
2018-06-0920:00:00.000000+0000,0.341666667
2018-06-0920:05:00.000000+0000,0.354166667
2018-06-0920:10:00.000000+0000,0.358333333
2018-06-0920:15:00.000000+0000,0.320833333
2018-06-0920:20:00.000000+0000,0.3375
2018-06-0920:25:00.000000+0000,0.333333333
2018-06-0920:30:00.000000+0000,0.358333333
2018-06-0920:35:00.000000+0000,0.370833333
2018-06-0920:40:00.000000+0000,0.341666667
2018-06-0920:45:00.000000+0000,0.324895804
2018-06-0920:50:00.000000+0000,0.35
2018-06-0920:55:00.000000+0000,0.345833333
2018-06-0921:00:00.000000+0000,0.35
2018-06-0921:05:00.000000+0000,0.316666667
2018-06-0921:10:00.000000+0000,0.341666667
2018-06-0921:15:00.000000+0000,0.341286932
2018-06-0921:20:00.000000+0000,0.341666667
2018-06-0921:25:00.000000+0000,0.329166667
2018-06-0921:30:00.000000+0000,0.333333333
2018-06-0921:35:00.000000+0000,0.325
2018-06-0921:40:00.000000+0000,0.333333333
2018-06-0921:45:00.000000+0000,0.345833333
2018-06-0921:50:00.000000+0000,0.3625
2018-06-0921:55:00.000000+0000,0.316626146
2018-06-0922:00:00.000000+0000,0.333333333
2018-06-0922:05:00.000000+0000,0.341666667
2018-06-0922:10:00.000000+0000,0.35
2018-06-0922:15:00.000000+0000,0.329166667
2018-06-0922:20:00.000000+0000,0.32397541
2018-06-0922:25:00.000000+0000,0.32210452
2018-06-0922:30:00.000000+0000,0.358333333
2018-06-0922:35:00.000000+0000,0.370833333
2018-06-0922:40:00.000000+0000,0.341666667
2018-06-0922:45:00.000000+0000,0.320833333
2018-06-0922:50:00.000000+0000,0.329166667
2018-06-0922:55:00.000000+0000,0.354166667
2018-06-0923:00:00.000000+0000,0.34962258
2018-06-0923:05:00.000000+0000,0.304166667
2018-06-0923:10:00.000000+0000,0.35
2018-06-0923:15:00.000000+0000,0.321072983
2018-06-0923:20:00.000000+0000,0.346077614
2018-06-0923:25:00.000000+0000,0.329166667
2018-06-0923:30:00.000000+0000,0.354166667
2018-06-0923:35:00.000000+0000,0.329166667
2018-06-0923:40:00.000000+0000,0.325
2018-06-0923:45:00.000000+0000,0.333333333
2018-06-0923:50:00.000000+0000,0.345665463
2018-06-0923:55:00.000000+0000,0.333333333
2018-06-1000:00:00.000000+0000,0.3375
2018-06-1000:05:00.000000+0000,0.308333333
2018-06-1000:10:00.000000+0000,0.3125
2018-06-1000:15:00.000000+0000,0.3375
2018-06-1000:20:00.000000+0000,0.316628462
2018-06-1000:25:00.000000+0000,0.316666667
2018-06-1000:30:00.000000+0000,0.3125
2018-06-1000:35:00.000000+0000,0.325
2018-06-1000:40:00.000000+0000,0.358333333
2018-06-1000:45:00.000000+0000,0.316666667
2018-06-1000:50:00.000000+0000,0.320833333
2018-06-1000:55:00.000000+0000,0.320833333
2018-06-1001:00:00.000000+0000,0.3375
2018-06-1001:05:00.000000+0000,0.345833333
2018-06-1001:10:00.000000+0000,0.295833333
2018-06-1001:15:00.000000+0000,0.325
2018-06-1001:20:00.000000+0000,0.3125
2018-06-1001:25:00.000000+0000,0.320833333
2018-06-1001:30:00.000000+0000,0.329166667
2018-06-1001:35:00.000000+0000,0.3375
2018-06-1001:40:00.000000+0000,0.3125
2018-06-1001:45:00.000000+0000,0.295833333
2018-06-1001:50:00.000000+0000,0.316666667
2018-06-1001:55:00.000000+0000,0.358333333
2018-06-1002:00:00.000000+0000,0.370833333
2018-06-1002:05:00.000000+0000,0.315778689
2018-06-1002:10:00.000000+0000,0.547245763
2018-06-1002:15:00.000000+0000,0.333333333
2018-06-1002:20:00.000000+0000,0.7625
2018-06-1002:25:00.000000+0000,0.320833333
2018-06-1002:30:00.000000+0000,0.307951283
2018-06-1002:35:00.000000+0000,0.341666667
2018-06-1002:40:00.000000+0000,0.308333333
2018-06-1002:45:00.000000+0000,0.358333333
2018-06-1002:50:00.000000+0000,0.358333333
2018-06-1002:55:00.000000+0000,0.325
2018-06-1003:00:00.000000+0000,0.316666667
2018-06-1003:05:00.000000+0000,0.3125
2018-06-1003:10:00.000000+0000,0.320833333
2018-06-1003:15:00.000000+0000,0.329166667
2018-06-1003:20:00.000000+0000,0.316666667
2018-06-1003:25:00.000000+0000,0.308333333
2018-06-1003:30:00.000000+0000,0.329166667
2018-06-1003:35:00.000000+0000,0.354166667
2018-06-1003:40:00.000000+0000,0.325
2018-06-1003:45:00.000000+0000,0.3125
2018-06-1003:50:00.000000+0000,0.295833333
2018-06-1003:55:00.000000+0000,0.341082014
2018-06-1004:00:00.000000+0000,0.358333333
2018-06-1004:05:00.000000+0000,0.329166667
2018-06-1004:10:00.000000+0000,0.308333333
2018-06-1004:15:00.000000+0000,0.325
2018-06-1004:20:00.000000+0000,0.316666667
2018-06-1004:25:00.000000+0000,0.354166667
2018-06-1004:30:00.000000+0000,0.341666667
2018-06-1004:35:00.000000+0000,0.325
2018-06-1004:40:00.000000+0000,0.3375
2018-06-1004:45:00.000000+0000,0.320521904
2018-06-1004:50:00.000000+0000,0.329166667
2018-06-1004:55:00.000000+0000,0.345833333
2018-06-1005:00:00.000000+0000,0.316666667
2018-06-1005:05:00.000000+0000,0.316666667
2018-06-1005:10:00.000000+0000,0.3
2018-06-1005:15:00.000000+0000,0.333333333
2018-06-1005:20:00.000000+0000,0.329166667
2018-06-1005:25:00.000000+0000,0.308333333
2018-06-1005:30:00.000000+0000,0.308297444
2018-06-1005:35:00.000000+0000,0.3125
2018-06-1005:40:00.000000+0000,0.345833333
2018-06-1005:45:00.000000+0000,0.333333333
2018-06-1005:50:00.000000+0000,0.35
2018-06-1005:55:00.000000+0000,0.395833333
2018-06-1006:00:00.000000+0000,0.408333333
2018-06-1006:05:00.000000+0000,0.391666667
2018-06-1006:10:00.000000+0000,0.340745114
2018-06-1006:15:00.000000+0000,0.522033898
2018-06-1006:20:00.000000+0000,0.3375
2018-06-1006:25:00.000000+0000,0.454166667
2018-06-1006:30:00.000000+0000,0.354166667
2018-06-1006:35:00.000000+0000,0.333333333
2018-06-1006:40:00.000000+0000,0.354166667
2018-06-1006:45:00.000000+0000,0.341666667
2018-06-1006:50:00.000000+0000,0.425
2018-06-1006:55:00.000000+0000,0.441666667
2018-06-1007:00:00.000000+0000,0.458333333
2018-06-1007:05:00.000000+0000,0.5125
2018-06-1007:10:00.000000+0000,0.370833333
2018-06-1007:15:00.000000+0000,0.316666667
2018-06-1007:20:00.000000+0000,0.3375
2018-06-1007:25:00.000000+0000,0.3625
2018-06-1007:30:00.000000+0000,0.454166667
2018-06-1007:35:00.000000+0000,0.329166667
2018-06-1007:40:00.000000+0000,0.3875
2018-06-1007:45:00.000000+0000,0.5125
2018-06-1007:50:00.000000+0000,0.458333333
2018-06-1007:55:00.000000+0000,0.329166667
2018-06-1008:00:00.000000+0000,0.358333333
2018-06-1008:05:00.000000+0000,0.358333333
2018-06-1008:10:00.000000+0000,0.3375
2018-06-1008:15:00.000000+0000,0.325
2018-06-1008:20:00.000000+0000,0.45
2018-06-1008:25:00.000000+0000,0.433333333
2018-06-1008:30:00.000000+0000,0.983333333
2018-06-1008:35:00.000000+0000,0.441666667
2018-06-1008:40:00.000000+0000,0.35
2018-06-1008:45:00.000000+0000,0.4
2018-06-1008:50:00.000000+0000,0.491666667
2018-06-1008:55:00.000000+0000,0.454166667
2018-06-1009:00:00.000000+0000,0.5625
2018-06-1009:05:00.000000+0000,0.358333333
2018-06-1009:10:00.000000+0000,0.341666667
2018-06-1009:15:00.000000+0000,0.395833333
2018-06-1009:20:00.000000+0000,0.395833333
2018-06-1009:25:00.000000+0000,0.354166667
2018-06-1009:30:00.000000+0000,0.354166667
2018-06-1009:35:00.000000+0000,0.370833333
2018-06-1009:40:00.000000+0000,0.4375
2018-06-1009:45:00.000000+0000,0.486985968
2018-06-1009:50:00.000000+0000,0.495833333
2018-06-1009:55:00.000000+0000,0.475
2018-06-1010:00:00.000000+0000,0.387188571
2018-06-1010:05:00.000000+0000,0.483333333
2018-06-1010:10:00.000000+0000,0.395833333
2018-06-1010:15:00.000000+0000,0.375
2018-06-1010:20:00.000000+0000,0.3625
2018-06-1010:25:00.000000+0000,0.3625
2018-06-1010:30:00.000000+0000,0.541666667
2018-06-1010:35:00.000000+0000,0.470833333
2018-06-1010:40:00.000000+0000,0.391425859
2018-06-1010:45:00.000000+0000,0.370665463
2018-06-1010:50:00.000000+0000,0.4
2018-06-1010:55:00.000000+0000,0.404166667
2018-06-1011:00:00.000000+0000,0.558333333
2018-06-1011:05:00.000000+0000,0.379166667
2018-06-1011:10:00.000000+0000,0.375
2018-06-1011:15:00.000000+0000,0.358333333
2018-06-1011:20:00.000000+0000,0.475
2018-06-1011:25:00.000000+0000,0.458333333
2018-06-1011:30:00.000000+0000,0.425
2018-06-1011:35:00.000000+0000,0.391666667
2018-06-1011:40:00.000000+0000,0.5125
2018-06-1011:45:00.000000+0000,0.399909697
2018-06-1011:50:00.000000+0000,0.395833333
2018-06-1011:55:00.000000+0000,0.487957303
2018-06-1012:00:00.000000+0000,0.515163934
2018-06-1012:05:00.000000+0000,0.430649718
2018-06-1012:10:00.000000+0000,0.375
2018-06-1012:15:00.000000+0000,0.425
2018-06-1012:20:00.000000+0000,0.4125
2018-06-1012:25:00.000000+0000,0.45
2018-06-1012:30:00.000000+0000,0.429166667
2018-06-1012:35:00.000000+0000,0.4375
2018-06-1012:40:00.000000+0000,0.391666667
2018-06-1012:45:00.000000+0000,0.379166667
2018-06-1012:50:00.000000+0000,0.391666667
2018-06-1012:55:00.000000+0000,0.379001111
2018-06-1013:00:00.000000+0000,0.45
2018-06-1013:05:00.000000+0000,0.370833333
2018-06-1013:10:00.000000+0000,0.370833333
2018-06-1013:15:00.000000+0000,0.358370381
2018-06-1013:20:00.000000+0000,0.402937158
2018-06-1013:25:00.000000+0000,0.372316384
2018-06-1013:30:00.000000+0000,0.4
2018-06-1013:35:00.000000+0000,0.379166667
2018-06-1013:40:00.000000+0000,0.375
2018-06-1013:45:00.000000+0000,0.4375
2018-06-1013:50:00.000000+0000,0.4
2018-06-1013:55:00.000000+0000,0.4
2018-06-1014:00:00.000000+0000,0.416666667
2018-06-1014:05:00.000000+0000,0.466666667
2018-06-1014:10:00.000000+0000,0.483333333
2018-06-1014:15:00.000000+0000,0.391666667
2018-06-1014:20:00.000000+0000,0.416666667
2018-06-1014:25:00.000000+0000,0.520833333
2018-06-1014:30:00.000000+0000,0.5
2018-06-1014:35:00.000000+0000,0.420833333
2018-06-1014:40:00.000000+0000,0.420833333
2018-06-1014:45:00.000000+0000,0.466666667
2018-06-1014:50:00.000000+0000,0.45
2018-06-1014:55:00.000000+0000,0.433333333
2018-06-1015:00:00.000000+0000,0.408333333
2018-06-1015:05:00.000000+0000,0.4
2018-06-1015:10:00.000000+0000,0.383333333
2018-06-1015:15:00.000000+0000,0.375
2018-06-1015:20:00.000000+0000,0.524921274
2018-06-1015:25:00.000000+0000,0.391666667
2018-06-1015:30:00.000000+0000,0.404140039
2018-06-1015:35:00.000000+0000,0.404166667
2018-06-1015:40:00.000000+0000,0.395833333
2018-06-1015:45:00.000000+0000,0.408333333
2018-06-1015:50:00.000000+0000,0.4375
2018-06-1015:55:00.000000+0000,0.491666667
2018-06-1016:00:00.000000+0000,0.5375
2018-06-1016:05:00.000000+0000,0.370833333
2018-06-1016:10:00.000000+0000,0.404166667
2018-06-1016:15:00.000000+0000,0.391666667
2018-06-1016:20:00.000000+0000,0.420833333
2018-06-1016:25:00.000000+0000,0.495833333
2018-06-1016:30:00.000000+0000,0.458333333
2018-06-1016:35:00.000000+0000,0.391666667
2018-06-1016:40:00.000000+0000,0.404166667
2018-06-1016:45:00.000000+0000,0.504166667
2018-06-1016:50:00.000000+0000,0.391635408
2018-06-1016:55:00.000000+0000,0.366498796
2018-06-1017:00:00.000000+0000,0.441666667
2018-06-1017:05:00.000000+0000,0.466666667
2018-06-1017:10:00.000000+0000,0.4
2018-06-1017:15:00.000000+0000,0.375
2018-06-1017:20:00.000000+0000,0.375
2018-06-1017:25:00.000000+0000,0.3875
2018-06-1017:30:00.000000+0000,0.408333333
2018-06-1017:35:00.000000+0000,0.379166667
2018-06-1017:40:00.000000+0000,0.379166667
2018-06-1017:45:00.000000+0000,0.391666667
2018-06-1017:50:00.000000+0000,0.395833333
