readingtime,readingvalue
2018-06-2412:25:00.000000+0000,0.362475688
2018-06-2412:30:00.000000+0000,0.35
2018-06-2412:35:00.000000+0000,0.358333333
2018-06-2412:40:00.000000+0000,0.366666667
2018-06-2412:45:00.000000+0000,0.379166667
2018-06-2412:50:00.000000+0000,0.3875
2018-06-2412:55:00.000000+0000,0.387334445
2018-06-2413:00:00.000000+0000,0.375
2018-06-2413:05:00.000000+0000,0.366666667
2018-06-2413:10:00.000000+0000,0.525
2018-06-2413:15:00.000000+0000,0.391666667
2018-06-2413:20:00.000000+0000,0.391666667
2018-06-2413:25:00.000000+0000,0.3625
2018-06-2413:30:00.000000+0000,0.358333333
2018-06-2413:35:00.000000+0000,0.375
2018-06-2413:40:00.000000+0000,0.4
2018-06-2413:45:00.000000+0000,0.4125
2018-06-2413:50:00.000000+0000,0.420833333
2018-06-2413:55:00.000000+0000,0.429166667
2018-06-2414:00:00.000000+0000,0.491666667
2018-06-2414:05:00.000000+0000,0.470833333
2018-06-2414:10:00.000000+0000,0.966666667
2018-06-2414:15:00.000000+0000,0.5375
2018-06-2414:20:00.000000+0000,0.529166667
2018-06-2414:25:00.000000+0000,0.4375
2018-06-2414:30:00.000000+0000,0.408333333
2018-06-2414:35:00.000000+0000,0.495833333
2018-06-2414:40:00.000000+0000,0.4625
2018-06-2414:45:00.000000+0000,0.404166667
2018-06-2414:50:00.000000+0000,0.470833333
2018-06-2414:55:00.000000+0000,0.454166667
2018-06-2415:00:00.000000+0000,0.4125
2018-06-2415:05:00.000000+0000,0.433333333
2018-06-2415:10:00.000000+0000,0.4125
2018-06-2415:15:00.000000+0000,0.475
2018-06-2415:20:00.000000+0000,0.425
2018-06-2415:25:00.000000+0000,0.404166667
2018-06-2415:30:00.000000+0000,0.408333333
2018-06-2415:35:00.000000+0000,0.391666667
2018-06-2415:40:00.000000+0000,0.533333333
2018-06-2415:45:00.000000+0000,0.529166667
2018-06-2415:50:00.000000+0000,0.483333333
2018-06-2415:55:00.000000+0000,0.417061452
2018-06-2416:00:00.000000+0000,0.38330439
2018-06-2416:05:00.000000+0000,0.45
2018-06-2416:10:00.000000+0000,0.429166667
2018-06-2416:15:00.000000+0000,0.470833333
2018-06-2416:20:00.000000+0000,0.425
2018-06-2416:25:00.000000+0000,0.4625
2018-06-2416:30:00.000000+0000,0.408333333
2018-06-2416:35:00.000000+0000,0.520833333
2018-06-2416:40:00.000000+0000,0.458333333
2018-06-2416:45:00.000000+0000,0.427800546
2018-06-2416:50:00.000000+0000,0.389265537
2018-06-2416:55:00.000000+0000,0.458333333
2018-06-2417:00:00.000000+0000,0.408333333
2018-06-2417:05:00.000000+0000,0.404347272
2018-06-2417:10:00.000000+0000,0.424968741
2018-06-2417:15:00.000000+0000,0.379166667
2018-06-2417:20:00.000000+0000,0.4125
2018-06-2417:25:00.000000+0000,0.408333333
2018-06-2417:30:00.000000+0000,0.483333333
2018-06-2417:35:00.000000+0000,0.416666667
2018-06-2417:40:00.000000+0000,0.508333333
2018-06-2417:45:00.000000+0000,0.416666667
2018-06-2417:50:00.000000+0000,0.391666667
2018-06-2417:55:00.000000+0000,0.379166667
2018-06-2418:00:00.000000+0000,0.391666667
2018-06-2418:05:00.000000+0000,0.404166667
2018-06-2418:10:00.000000+0000,0.373670927
2018-06-2418:15:00.000000+0000,0.397881356
2018-06-2418:20:00.000000+0000,0.365505464
2018-06-2418:25:00.000000+0000,0.439245855
2018-06-2418:30:00.000000+0000,0.3625
2018-06-2418:35:00.000000+0000,0.458333333
2018-06-2418:40:00.000000+0000,0.408333333
2018-06-2418:45:00.000000+0000,0.354166667
2018-06-2418:50:00.000000+0000,0.341666667
2018-06-2418:55:00.000000+0000,0.35
2018-06-2419:00:00.000000+0000,0.3875
2018-06-2419:05:00.000000+0000,0.395833333
2018-06-2419:10:00.000000+0000,0.391666667
2018-06-2419:15:00.000000+0000,0.358333333
2018-06-2419:20:00.000000+0000,0.45
2018-06-2419:25:00.000000+0000,0.383333333
2018-06-2419:30:00.000000+0000,0.395833333
2018-06-2419:35:00.000000+0000,0.404166667
2018-06-2419:40:00.000000+0000,0.370799759
2018-06-2419:45:00.000000+0000,0.375
2018-06-2419:50:00.000000+0000,0.35
2018-06-2419:55:00.000000+0000,0.370833333
2018-06-2420:00:00.000000+0000,0.383333333
2018-06-2420:05:00.000000+0000,0.404166667
2018-06-2420:10:00.000000+0000,0.358333333
2018-06-2420:15:00.000000+0000,0.4
2018-06-2420:20:00.000000+0000,0.483333333
2018-06-2420:25:00.000000+0000,0.491666667
2018-06-2420:30:00.000000+0000,0.345833333
2018-06-2420:35:00.000000+0000,0.3625
2018-06-2420:40:00.000000+0000,0.407757942
2018-06-2420:45:00.000000+0000,0.35
2018-06-2420:50:00.000000+0000,0.366666667
2018-06-2420:55:00.000000+0000,0.475
2018-06-2421:00:00.000000+0000,0.370833333
2018-06-2421:05:00.000000+0000,0.379166667
2018-06-2421:10:00.000000+0000,0.375
2018-06-2421:15:00.000000+0000,0.370833333
2018-06-2421:20:00.000000+0000,0.429166667
2018-06-2421:25:00.000000+0000,0.941666667
2018-06-2421:30:00.000000+0000,0.352937158
2018-06-2421:35:00.000000+0000,0.317937853
2018-06-2421:40:00.000000+0000,0.354166667
2018-06-2421:45:00.000000+0000,0.341666667
2018-06-2421:50:00.000000+0000,0.4
2018-06-2421:55:00.000000+0000,0.324893489
2018-06-2422:00:00.000000+0000,0.35
2018-06-2422:05:00.000000+0000,0.408333333
2018-06-2422:10:00.000000+0000,0.341666667
2018-06-2422:15:00.000000+0000,0.358333333
2018-06-2422:20:00.000000+0000,0.35
2018-06-2422:25:00.000000+0000,0.366666667
2018-06-2422:30:00.000000+0000,0.3625
2018-06-2422:35:00.000000+0000,0.395833333
2018-06-2422:40:00.000000+0000,0.325
2018-06-2422:45:00.000000+0000,0.358333333
2018-06-2422:50:00.000000+0000,0.4125
2018-06-2422:55:00.000000+0000,0.3375
2018-06-2423:00:00.000000+0000,0.345833333
2018-06-2423:05:00.000000+0000,0.316666667
2018-06-2423:10:00.000000+0000,0.358333333
2018-06-2423:15:00.000000+0000,0.3375
2018-06-2423:20:00.000000+0000,0.35
2018-06-2423:25:00.000000+0000,0.316496481
2018-06-2423:30:00.000000+0000,0.358333333
2018-06-2423:35:00.000000+0000,0.3375
2018-06-2423:40:00.000000+0000,0.354166667
2018-06-2423:45:00.000000+0000,0.325
2018-06-2423:50:00.000000+0000,0.383163147
2018-06-2423:55:00.000000+0000,0.65
2018-06-2500:00:00.000000+0000,0.6875
2018-06-2500:05:00.000000+0000,0.670833333
2018-06-2500:10:00.000000+0000,0.6125
2018-06-2500:15:00.000000+0000,0.6375
2018-06-2500:20:00.000000+0000,0.691666667
2018-06-2500:25:00.000000+0000,0.675
2018-06-2500:30:00.000000+0000,0.65
2018-06-2500:35:00.000000+0000,0.604166667
2018-06-2500:40:00.000000+0000,0.666666667
2018-06-2500:45:00.000000+0000,0.670966472
2018-06-2500:50:00.000000+0000,0.683333333
2018-06-2500:55:00.000000+0000,0.645833333
2018-06-2501:00:00.000000+0000,0.666666667
2018-06-2501:05:00.000000+0000,0.641666667
2018-06-2501:10:00.000000+0000,0.716666667
2018-06-2501:15:00.000000+0000,0.658333333
2018-06-2501:20:00.000000+0000,1.054166667
2018-06-2501:25:00.000000+0000,0.870833333
2018-06-2501:30:00.000000+0000,0.812608827
2018-06-2501:35:00.000000+0000,0.820833333
2018-06-2501:40:00.000000+0000,0.666666667
2018-06-2501:45:00.000000+0000,0.641666667
2018-06-2501:50:00.000000+0000,0.65
2018-06-2501:55:00.000000+0000,0.675
2018-06-2502:00:00.000000+0000,0.704166667
2018-06-2502:05:00.000000+0000,0.7125
2018-06-2502:10:00.000000+0000,0.666666667
2018-06-2502:15:00.000000+0000,0.654299805
2018-06-2502:20:00.000000+0000,0.7625
2018-06-2502:25:00.000000+0000,0.75
2018-06-2502:30:00.000000+0000,0.758333333
2018-06-2502:35:00.000000+0000,0.641952626
2018-06-2502:40:00.000000+0000,0.658333333
2018-06-2502:45:00.000000+0000,0.95875822
2018-06-2502:50:00.000000+0000,1.15
2018-06-2502:55:00.000000+0000,0.6375
2018-06-2503:00:00.000000+0000,0.67917014
2018-06-2503:05:00.000000+0000,0.766666667
2018-06-2503:10:00.000000+0000,0.670833333
2018-06-2503:15:00.000000+0000,0.670833333
2018-06-2503:20:00.000000+0000,0.670833333
2018-06-2503:25:00.000000+0000,0.658333333
2018-06-2503:30:00.000000+0000,0.666253357
2018-06-2503:35:00.000000+0000,0.75
2018-06-2503:40:00.000000+0000,0.662847319
2018-06-2503:45:00.000000+0000,0.670833333
2018-06-2503:50:00.000000+0000,0.675
2018-06-2503:55:00.000000+0000,0.675
2018-06-2504:00:00.000000+0000,0.675
2018-06-2504:05:00.000000+0000,0.695833333
2018-06-2504:10:00.000000+0000,0.758333333
2018-06-2504:15:00.000000+0000,0.711403631
2018-06-2504:20:00.000000+0000,0.7
2018-06-2504:25:00.000000+0000,0.65163124
2018-06-2504:30:00.000000+0000,0.643997175
2018-06-2504:35:00.000000+0000,0.633333333
2018-06-2504:40:00.000000+0000,0.654166667
2018-06-2504:45:00.000000+0000,0.808333333
2018-06-2504:50:00.000000+0000,0.683333333
2018-06-2504:55:00.000000+0000,0.750091461
2018-06-2505:00:00.000000+0000,0.820833333
2018-06-2505:05:00.000000+0000,0.7
2018-06-2505:10:00.000000+0000,0.7038946
2018-06-2505:15:00.000000+0000,0.670833333
2018-06-2505:20:00.000000+0000,0.816666667
2018-06-2505:25:00.000000+0000,0.766825276
2018-06-2505:30:00.000000+0000,0.691666667
2018-06-2505:35:00.000000+0000,0.666666667
2018-06-2505:40:00.000000+0000,0.675
2018-06-2505:45:00.000000+0000,0.808333333
2018-06-2505:50:00.000000+0000,0.866666667
2018-06-2505:55:00.000000+0000,0.720833333
2018-06-2506:00:00.000000+0000,0.791666667
2018-06-2506:05:00.000000+0000,1.366666667
2018-06-2506:10:00.000000+0000,0.754166667
2018-06-2506:15:00.000000+0000,0.745833333
2018-06-2506:20:00.000000+0000,0.791666667
2018-06-2506:25:00.000000+0000,1.008333333
2018-06-2506:30:00.000000+0000,1.058333333
2018-06-2506:35:00.000000+0000,0.970833333
2018-06-2506:40:00.000000+0000,0.933560248
2018-06-2506:45:00.000000+0000,0.891666667
2018-06-2506:50:00.000000+0000,0.825
2018-06-2506:55:00.000000+0000,0.841666667
2018-06-2507:00:00.000000+0000,0.875518663
2018-06-2507:05:00.000000+0000,0.9125
2018-06-2507:10:00.000000+0000,1.029166667
2018-06-2507:15:00.000000+0000,0.8375
2018-06-2507:20:00.000000+0000,0.841666667
2018-06-2507:25:00.000000+0000,0.875
2018-06-2507:30:00.000000+0000,1.058333333
2018-06-2507:35:00.000000+0000,0.895833333
2018-06-2507:40:00.000000+0000,0.782517134
2018-06-2507:45:00.000000+0000,0.808270816
2018-06-2507:50:00.000000+0000,0.779166667
2018-06-2507:55:00.000000+0000,0.970833333
2018-06-2508:00:00.000000+0000,0.86010929
2018-06-2508:05:00.000000+0000,0.903742938
2018-06-2508:10:00.000000+0000,1.008333333
2018-06-2508:15:00.000000+0000,1.045833333
2018-06-2508:20:00.000000+0000,1.625
2018-06-2508:25:00.000000+0000,0.841666667
2018-06-2508:30:00.000000+0000,1.0125
2018-06-2508:35:00.000000+0000,0.933333333
2018-06-2508:40:00.000000+0000,0.791666667
2018-06-2508:45:00.000000+0000,0.875
2018-06-2508:50:00.000000+0000,0.775
2018-06-2508:55:00.000000+0000,0.807735945
2018-06-2509:00:00.000000+0000,0.708333333
2018-06-2509:05:00.000000+0000,0.866666667
2018-06-2509:10:00.000000+0000,0.891618042
2018-06-2509:15:00.000000+0000,0.833333333
2018-06-2509:20:00.000000+0000,0.7625
2018-06-2509:25:00.000000+0000,0.9
2018-06-2509:30:00.000000+0000,1.004166667
2018-06-2509:35:00.000000+0000,0.75
2018-06-2509:40:00.000000+0000,0.791666667
2018-06-2509:45:00.000000+0000,0.828489395
2018-06-2509:50:00.000000+0000,0.783333333
2018-06-2509:55:00.000000+0000,0.754166667
2018-06-2510:00:00.000000+0000,0.920833333
2018-06-2510:05:00.000000+0000,1.3875
2018-06-2510:10:00.000000+0000,0.879166667
2018-06-2510:15:00.000000+0000,0.829166667
2018-06-2510:20:00.000000+0000,0.820833333
2018-06-2510:25:00.000000+0000,0.929166667
2018-06-2510:30:00.000000+0000,1.020404974
2018-06-2510:35:00.000000+0000,0.833333333
2018-06-2510:40:00.000000+0000,0.858333333
2018-06-2510:45:00.000000+0000,0.9
2018-06-2510:50:00.000000+0000,0.758333333
2018-06-2510:55:00.000000+0000,0.791615727
2018-06-2511:00:00.000000+0000,0.858023062
2018-06-2511:05:00.000000+0000,0.812442114
2018-06-2511:10:00.000000+0000,0.895833333
2018-06-2511:15:00.000000+0000,1.166666667
2018-06-2511:20:00.000000+0000,0.8375
2018-06-2511:25:00.000000+0000,0.841666667
2018-06-2511:30:00.000000+0000,0.816666667
2018-06-2511:35:00.000000+0000,0.841666667
2018-06-2511:40:00.000000+0000,0.824744142
2018-06-2511:45:00.000000+0000,0.908333333
2018-06-2511:50:00.000000+0000,0.866666667
2018-06-2511:55:00.000000+0000,0.929166667
2018-06-2512:00:00.000000+0000,0.779166667
2018-06-2512:05:00.000000+0000,0.816666667
2018-06-2512:10:00.000000+0000,0.879166667
2018-06-2512:15:00.000000+0000,0.8125
2018-06-2512:20:00.000000+0000,0.825
2018-06-2512:25:00.000000+0000,0.8
2018-06-2512:30:00.000000+0000,0.791666667
2018-06-2512:35:00.000000+0000,0.875
2018-06-2512:40:00.000000+0000,0.770833333
2018-06-2512:45:00.000000+0000,0.783333333
2018-06-2512:50:00.000000+0000,0.8625
2018-06-2512:55:00.000000+0000,0.886003056
2018-06-2513:00:00.000000+0000,0.85
2018-06-2513:05:00.000000+0000,0.878507919
2018-06-2513:10:00.000000+0000,0.770833333
2018-06-2513:15:00.000000+0000,1.079166667
2018-06-2513:20:00.000000+0000,0.970704825
2018-06-2513:25:00.000000+0000,0.746048671
2018-06-2513:30:00.000000+0000,0.9375
2018-06-2513:35:00.000000+0000,0.841666667
2018-06-2513:40:00.000000+0000,0.833333333
2018-06-2513:45:00.000000+0000,0.741666667
2018-06-2513:50:00.000000+0000,0.795833333
2018-06-2513:55:00.000000+0000,0.833333333
2018-06-2514:00:00.000000+0000,0.808333333
2018-06-2514:05:00.000000+0000,0.875
2018-06-2514:10:00.000000+0000,0.904166667
2018-06-2514:15:00.000000+0000,0.75
2018-06-2514:20:00.000000+0000,0.729166667
2018-06-2514:25:00.000000+0000,0.7375
2018-06-2514:30:00.000000+0000,0.945833333
2018-06-2514:35:00.000000+0000,0.825
2018-06-2514:40:00.000000+0000,0.783333333
2018-06-2514:45:00.000000+0000,0.778835556
2018-06-2514:50:00.000000+0000,0.8
2018-06-2514:55:00.000000+0000,0.7875
2018-06-2515:00:00.000000+0000,0.8375
2018-06-2515:05:00.000000+0000,0.812590303
2018-06-2515:10:00.000000+0000,0.866666667
2018-06-2515:15:00.000000+0000,0.804166667
2018-06-2515:20:00.000000+0000,0.766666667
2018-06-2515:25:00.000000+0000,0.8375
2018-06-2515:30:00.000000+0000,0.795833333
2018-06-2515:35:00.000000+0000,0.8
2018-06-2515:40:00.000000+0000,0.775
2018-06-2515:45:00.000000+0000,0.8
2018-06-2515:50:00.000000+0000,0.775
2018-06-2515:55:00.000000+0000,0.745833333
2018-06-2516:00:00.000000+0000,0.783333333
2018-06-2516:05:00.000000+0000,0.841666667
2018-06-2516:10:00.000000+0000,0.858333333
2018-06-2516:15:00.000000+0000,0.883333333
2018-06-2516:20:00.000000+0000,0.816666667
2018-06-2516:25:00.000000+0000,0.808333333
2018-06-2516:30:00.000000+0000,0.8375
2018-06-2516:35:00.000000+0000,0.866666667
2018-06-2516:40:00.000000+0000,0.820833333
2018-06-2516:45:00.000000+0000,0.833333333
2018-06-2516:50:00.000000+0000,0.875
2018-06-2516:55:00.000000+0000,0.791666667
2018-06-2517:00:00.000000+0000,0.841666667
2018-06-2517:05:00.000000+0000,0.871135501
2018-06-2517:10:00.000000+0000,0.85
2018-06-2517:15:00.000000+0000,0.766666667
2018-06-2517:20:00.000000+0000,0.854166667
2018-06-2517:25:00.000000+0000,0.908333333
2018-06-2517:30:00.000000+0000,0.8375
2018-06-2517:35:00.000000+0000,0.879166667
2018-06-2517:40:00.000000+0000,0.841666667
2018-06-2517:45:00.000000+0000,0.84142007
2018-06-2517:50:00.000000+0000,0.866666667
2018-06-2517:55:00.000000+0000,0.9
2018-06-2518:00:00.000000+0000,0.815994026
2018-06-2518:05:00.000000+0000,0.75848268
2018-06-2518:10:00.000000+0000,0.778899231
2018-06-2518:15:00.000000+0000,0.8375
2018-06-2518:20:00.000000+0000,0.770833333
2018-06-2518:25:00.000000+0000,0.75
2018-06-2518:30:00.000000+0000,0.729166667
2018-06-2518:35:00.000000+0000,0.791666667
2018-06-2518:40:00.000000+0000,0.779166667
2018-06-2518:45:00.000000+0000,0.691666667
2018-06-2518:50:00.000000+0000,0.75
2018-06-2518:55:00.000000+0000,0.754166667
2018-06-2519:00:00.000000+0000,0.92466889
2018-06-2519:05:00.000000+0000,0.758333333
2018-06-2519:10:00.000000+0000,0.766462906
2018-06-2519:15:00.000000+0000,0.766666667
2018-06-2519:20:00.000000+0000,0.7625
2018-06-2519:25:00.000000+0000,0.741666667
2018-06-2519:30:00.000000+0000,0.75
2018-06-2519:35:00.000000+0000,0.845833333
2018-06-2519:40:00.000000+0000,0.75
2018-06-2519:45:00.000000+0000,0.704166667
2018-06-2519:50:00.000000+0000,0.691666667
2018-06-2519:55:00.000000+0000,0.733333333
2018-06-2520:00:00.000000+0000,0.758333333
2018-06-2520:05:00.000000+0000,0.904166667
2018-06-2520:10:00.000000+0000,0.833333333
2018-06-2520:15:00.000000+0000,0.8375
2018-06-2520:20:00.000000+0000,0.791666667
2018-06-2520:25:00.000000+0000,0.833489627
2018-06-2520:30:00.000000+0000,0.7
2018-06-2520:35:00.000000+0000,0.779166667
2018-06-2520:40:00.000000+0000,0.816666667
2018-06-2520:45:00.000000+0000,0.716666667
2018-06-2520:50:00.000000+0000,0.725
2018-06-2520:55:00.000000+0000,0.7875
2018-06-2521:00:00.000000+0000,1.108333333
2018-06-2521:05:00.000000+0000,0.716666667
2018-06-2521:10:00.000000+0000,0.725
2018-06-2521:15:00.000000+0000,0.783333333
2018-06-2521:20:00.000000+0000,0.7125
2018-06-2521:25:00.000000+0000,0.695833333
2018-06-2521:30:00.000000+0000,0.670833333
2018-06-2521:35:00.000000+0000,0.666666667
2018-06-2521:40:00.000000+0000,0.670833333
2018-06-2521:45:00.000000+0000,0.7125
2018-06-2521:50:00.000000+0000,0.675
2018-06-2521:55:00.000000+0000,0.6625
2018-06-2522:00:00.000000+0000,0.616666667
2018-06-2522:05:00.000000+0000,0.645833333
2018-06-2522:10:00.000000+0000,0.670833333
2018-06-2522:15:00.000000+0000,0.7
2018-06-2522:20:00.000000+0000,0.645832176
2018-06-2522:25:00.000000+0000,0.683333333
2018-06-2522:30:00.000000+0000,0.654166667
2018-06-2522:35:00.000000+0000,0.695833333
2018-06-2522:40:00.000000+0000,0.641666667
2018-06-2522:45:00.000000+0000,0.641666667
2018-06-2522:50:00.000000+0000,0.695833333
2018-06-2522:55:00.000000+0000,0.704166667
2018-06-2523:00:00.000000+0000,0.671048671
2018-06-2523:05:00.000000+0000,0.670833333
2018-06-2523:10:00.000000+0000,0.682929286
2018-06-2523:15:00.000000+0000,0.725
2018-06-2523:20:00.000000+0000,0.683333333
2018-06-2523:25:00.000000+0000,0.670833333
2018-06-2523:30:00.000000+0000,0.675
2018-06-2523:35:00.000000+0000,0.733409743
2018-06-2523:40:00.000000+0000,0.654166667
2018-06-2523:45:00.000000+0000,0.6375
2018-06-2523:50:00.000000+0000,0.683333333
2018-06-2523:55:00.000000+0000,0.704166667
2018-06-2600:00:00.000000+0000,0.658333333
2018-06-2600:05:00.000000+0000,0.632781097
2018-06-2600:10:00.000000+0000,0.670833333
2018-06-2600:15:00.000000+0000,0.670833333
2018-06-2600:20:00.000000+0000,0.679166667
2018-06-2600:25:00.000000+0000,0.6625
2018-06-2600:30:00.000000+0000,0.670833333
2018-06-2600:35:00.000000+0000,0.6625
2018-06-2600:40:00.000000+0000,0.625
2018-06-2600:45:00.000000+0000,0.6375
2018-06-2600:50:00.000000+0000,0.6375
2018-06-2600:55:00.000000+0000,0.65
2018-06-2601:00:00.000000+0000,0.654166667
2018-06-2601:05:00.000000+0000,0.624720987
2018-06-2601:10:00.000000+0000,0.6375
2018-06-2601:15:00.000000+0000,0.6625
2018-06-2601:20:00.000000+0000,0.654166667
2018-06-2601:25:00.000000+0000,0.641666667
2018-06-2601:30:00.000000+0000,0.618784153
2018-06-2601:35:00.000000+0000,0.65670904
2018-06-2601:40:00.000000+0000,0.654166667
2018-06-2601:45:00.000000+0000,0.641666667
2018-06-2601:50:00.000000+0000,0.633333333
2018-06-2601:55:00.000000+0000,0.675
2018-06-2602:00:00.000000+0000,0.775
2018-06-2602:05:00.000000+0000,0.6625
2018-06-2602:10:00.000000+0000,0.683333333
2018-06-2602:15:00.000000+0000,0.679166667
2018-06-2602:20:00.000000+0000,0.704166667
2018-06-2602:25:00.000000+0000,0.925
2018-06-2602:30:00.000000+0000,1.108333333
2018-06-2602:35:00.000000+0000,0.633333333
2018-06-2602:40:00.000000+0000,0.675
2018-06-2602:45:00.000000+0000,0.679166667
2018-06-2602:50:00.000000+0000,0.641666667
2018-06-2602:55:00.000000+0000,0.641666667
2018-06-2603:00:00.000000+0000,0.654166667
2018-06-2603:05:00.000000+0000,0.783333333
2018-06-2603:10:00.000000+0000,0.687223303
2018-06-2603:15:00.000000+0000,0.833333333
2018-06-2603:20:00.000000+0000,0.7125
2018-06-2603:25:00.000000+0000,0.64760929
2018-06-2603:30:00.000000+0000,0.660663842
2018-06-2603:35:00.000000+0000,0.675
2018-06-2603:40:00.000000+0000,0.667159859
2018-06-2603:45:00.000000+0000,0.654937714
2018-06-2603:50:00.000000+0000,0.720833333
2018-06-2603:55:00.000000+0000,0.75
2018-06-2604:00:00.000000+0000,0.7
2018-06-2604:05:00.000000+0000,0.670833333
2018-06-2604:10:00.000000+0000,0.654166667
2018-06-2604:15:00.000000+0000,0.725
2018-06-2604:20:00.000000+0000,0.679166667
2018-06-2604:25:00.000000+0000,0.65
2018-06-2604:30:00.000000+0000,0.670833333
2018-06-2604:35:00.000000+0000,0.729166667
2018-06-2604:40:00.000000+0000,0.75
2018-06-2604:45:00.000000+0000,0.779031212
2018-06-2604:50:00.000000+0000,0.670833333
2018-06-2604:55:00.000000+0000,0.8625
2018-06-2605:00:00.000000+0000,0.8917616
2018-06-2605:05:00.000000+0000,0.733333333
2018-06-2605:10:00.000000+0000,0.683333333
2018-06-2605:15:00.000000+0000,0.6375
2018-06-2605:20:00.000000+0000,0.670833333
2018-06-2605:25:00.000000+0000,0.6875
2018-06-2605:30:00.000000+0000,0.654166667
2018-06-2605:35:00.000000+0000,0.65
2018-06-2605:40:00.000000+0000,0.858333333
2018-06-2605:45:00.000000+0000,0.695833333
2018-06-2605:50:00.000000+0000,0.725636751
2018-06-2605:55:00.000000+0000,0.716666667
2018-06-2606:00:00.000000+0000,0.75
2018-06-2606:05:00.000000+0000,0.754166667
2018-06-2606:10:00.000000+0000,0.7375
2018-06-2606:15:00.000000+0000,0.7625
2018-06-2606:20:00.000000+0000,1.008333333
2018-06-2606:25:00.000000+0000,0.958333333
2018-06-2606:30:00.000000+0000,0.883333333
2018-06-2606:35:00.000000+0000,0.8
2018-06-2606:40:00.000000+0000,0.86710313
2018-06-2606:45:00.000000+0000,0.908333333
2018-06-2606:50:00.000000+0000,1.045833333
2018-06-2606:55:00.000000+0000,0.816666667
2018-06-2607:00:00.000000+0000,0.9375
2018-06-2607:05:00.000000+0000,0.908333333
2018-06-2607:10:00.000000+0000,0.816666667
2018-06-2607:15:00.000000+0000,0.905259563
2018-06-2607:20:00.000000+0000,0.861793785
2018-06-2607:25:00.000000+0000,0.9875
2018-06-2607:30:00.000000+0000,0.9
2018-06-2607:35:00.000000+0000,0.925
2018-06-2607:40:00.000000+0000,0.866666667
2018-06-2607:45:00.000000+0000,0.833496573
2018-06-2607:50:00.000000+0000,0.979166667
2018-06-2607:55:00.000000+0000,1.029166667
2018-06-2608:00:00.000000+0000,0.895833333
2018-06-2608:05:00.000000+0000,1.008333333
2018-06-2608:10:00.000000+0000,1.629166667
2018-06-2608:15:00.000000+0000,0.958333333
2018-06-2608:20:00.000000+0000,0.925
2018-06-2608:25:00.000000+0000,1.170833333
2018-06-2608:30:00.000000+0000,0.903995323
2018-06-2608:35:00.000000+0000,0.9125
2018-06-2608:40:00.000000+0000,1.279166667
2018-06-2608:45:00.000000+0000,1.029166667
2018-06-2608:50:00.000000+0000,0.979166667
2018-06-2608:55:00.000000+0000,0.966666667
2018-06-2609:00:00.000000+0000,0.845833333
2018-06-2609:05:00.000000+0000,0.754166667
2018-06-2609:10:00.000000+0000,0.745833333
2018-06-2609:15:00.000000+0000,0.791666667
2018-06-2609:20:00.000000+0000,0.958333333
2018-06-2609:25:00.000000+0000,0.929166667
2018-06-2609:30:00.000000+0000,1.108333333
2018-06-2609:35:00.000000+0000,0.916666667
2018-06-2609:40:00.000000+0000,0.85
2018-06-2609:45:00.000000+0000,0.850081041
2018-06-2609:50:00.000000+0000,1.004166667
2018-06-2609:55:00.000000+0000,1.154166667
2018-06-2610:00:00.000000+0000,0.9625
2018-06-2610:05:00.000000+0000,1.122858201
2018-06-2610:10:00.000000+0000,0.891666667
2018-06-2610:15:00.000000+0000,0.725
2018-06-2610:20:00.000000+0000,1
2018-06-2610:25:00.000000+0000,1.041666667
2018-06-2610:30:00.000000+0000,0.833333333
2018-06-2610:35:00.000000+0000,0.895833333
2018-06-2610:40:00.000000+0000,0.8625
2018-06-2610:45:00.000000+0000,1.0125
2018-06-2610:50:00.000000+0000,0.9875
2018-06-2610:55:00.000000+0000,1.258333333
2018-06-2611:00:00.000000+0000,0.879166667
2018-06-2611:05:00.000000+0000,0.816666667
2018-06-2611:10:00.000000+0000,0.883333333
2018-06-2611:15:00.000000+0000,0.8375
2018-06-2611:20:00.000000+0000,0.883333333
2018-06-2611:25:00.000000+0000,0.908333333
2018-06-2611:30:00.000000+0000,0.833333333
2018-06-2611:35:00.000000+0000,0.820833333
2018-06-2611:40:00.000000+0000,0.879166667
2018-06-2611:45:00.000000+0000,0.866666667
2018-06-2611:50:00.000000+0000,0.808562564
2018-06-2611:55:00.000000+0000,0.879166667
2018-06-2612:00:00.000000+0000,1.033333333
2018-06-2612:05:00.000000+0000,1.105955358
2018-06-2612:10:00.000000+0000,1.125
2018-06-2612:15:00.000000+0000,1.020833333
2018-06-2612:20:00.000000+0000,0.995833333
2018-06-2612:25:00.000000+0000,1.008333333
2018-06-2612:30:00.000000+0000,0.9375
2018-06-2612:35:00.000000+0000,0.8
2018-06-2612:40:00.000000+0000,0.924817079
2018-06-2612:45:00.000000+0000,0.766666667
2018-06-2612:50:00.000000+0000,0.805396175
2018-06-2612:55:00.000000+0000,0.849024034
2018-06-2613:00:00.000000+0000,1.0125
2018-06-2613:05:00.000000+0000,0.962608827
2018-06-2613:10:00.000000+0000,0.883333333
2018-06-2613:15:00.000000+0000,1.704166667
2018-06-2613:20:00.000000+0000,1.316666667
2018-06-2613:25:00.000000+0000,0.904166667
2018-06-2613:30:00.000000+0000,0.941666667
2018-06-2613:35:00.000000+0000,0.965998657
2018-06-2613:40:00.000000+0000,0.891666667
2018-06-2613:45:00.000000+0000,0.9125
